Resultado da Mega-sena - http://www1.caixa.gov.br/loterias/_arquivos/loterias/D_megase.zip



Concurso	Data Sorteio	1ª Dezena	2ª Dezena	3ª Dezena	4ª Dezena	5ª Dezena	6ª Dezena	Arrecadacao_Total	Ganhadores_Sena	Cidade	UF	Rateio_Sena	Ganhadores_Quina	Rateio_Quina	Ganhadores_Quadra	Rateio_Quadra	Acumulado	Valor_Acumulado	Estimativa_Prêmio	Acumulado_Mega_da_Virada
781	15/07/2006	10	54	08	39	56	13	0,00	0	 	 	0,00	66	19.809,51	5707	228,22	SIM	23.318.185,27	0,00	0,00
782	19/07/2006	11	23	59	42	35	02	0,00	0	 	 	0,00	144	9.270,41	7533	176,55	SIM	25.654.326,84	0,00	0,00
783	22/07/2006	43	21	48	08	04	32	0,00	1		MT	28.244.624,32	140	10.572,64	8427	174,99	NÃO	0,00	0,00	0,00
784	26/07/2006	42	56	08	37	27	53	0,00	0	 	 	0,00	27	20.363,80	2163	253,24	SIM	8.240.695,17	0,00	0,00
785	29/07/2006	35	05	37	08	48	17	0,00	1		RJ	9.770.979,43	126	6.940,06	6657	130,87	NÃO	0,00	0,00	0,00
786	02/08/2006	27	31	26	11	10	41	0,00	0	 	 	0,00	19	25.700,08	1521	319,83	SIM	854.527,84	0,00	0,00
787	05/08/2006	37	31	20	60	34	54	0,00	0	 	 	0,00	40	16.922,47	1955	344,93	SIM	2.039.100,64	0,00	0,00
788	09/08/2006	31	57	17	19	29	44	0,00	0	 	 	0,00	62	10.763,88	3247	204,75	SIM	3.206.981,50	0,00	0,00
789	12/08/2006	60	39	31	38	06	50	0,00	0	 	 	0,00	13	62.482,48	1808	447,56	SIM	9.027.559,48	0,00	0,00
790	16/08/2006	22	02	19	28	43	06	0,00	0	 	 	0,00	71	11.717,34	5884	140,86	SIM	10.483.439,10	0,00	0,00
791	19/08/2006	42	35	19	09	14	58	0,00	1		SP	12.212.213,94	114	8.665,54	5756	170,97	NÃO	0,00	0,00	0,00
792	23/08/2006	43	56	09	45	29	34	0,00	0	 	 	0,00	32	15.844,65	1949	259,17	SIM	887.300,41	0,00	0,00
793	26/08/2006	03	51	33	15	16	57	0,00	0	 	 	0,00	62	10.387,12	3629	176,79	SIM	2.014.302,06	0,00	0,00
794	30/08/2006	56	47	55	38	42	03	0,00	0	 	 	0,00	15	37.006,71	1730	319,66	SIM	7.393.144,45	0,00	0,00
795	02/09/2006	14	36	21	29	26	48	0,00	0	 	 	0,00	76	11.029,20	4389	190,27	SIM	8.860.028,16	0,00	0,00
796	06/09/2006	19	24	43	34	39	05	0,00	0	 	 	0,00	80	9.974,90	4883	162,81	SIM	10.256.514,12	0,00	0,00
797	09/09/2006	58	48	52	47	12	06	0,00	0	 	 	0,00	66	12.566,42	3447	239,70	SIM	11.707.935,01	0,00	0,00
798	13/09/2006	32	09	04	52	29	03	0,00	0	 	 	0,00	48	19.610,77	4104	228,50	SIM	13.355.239,88	0,00	0,00
799	16/09/2006	29	35	19	57	42	55	0,00	0	 	 	0,00	56	19.330,65	4675	230,69	SIM	20.861.429,08	0,00	0,00
800	20/09/2006	01	07	56	11	37	38	0,00	0	 	 	0,00	44	26.411,64	4497	257,44	SIM	22.895.125,15	0,00	0,00
801	23/09/2006	20	22	11	19	48	42	0,00	0	 	 	0,00	73	19.406,93	5791	243,72	SIM	25.374.360,34	0,00	0,00
802	27/09/2006	14	24	60	06	18	48	0,00	0	 	 	0,00	117	12.287,80	8216	174,32	SIM	27.890.287,63	0,00	0,00
803	30/09/2006	10	57	28	03	05	21	0,00	0	 	 	0,00	193	8.993,04	12055	143,44	SIM	30.927.687,90	0,00	0,00
804	04/10/2006	13	59	37	56	03	47	0,00	1		SP	34.172.202,25	134	13.835,88	9937	185,88	NÃO	0,00	0,00	0,00
805	07/10/2006	30	02	48	60	43	36	0,00	0	 	 	0,00	62	14.428,43	3489	255,42	SIM	11.073.179,39	0,00	0,00
806	12/10/2006	60	41	47	26	35	18	0,00	0	 	 	0,00	50	18.518,81	3179	290,17	SIM	12.693.574,74	0,00	0,00
807	14/10/2006	08	27	02	32	56	49	0,00	0	 	 	0,00	130	7.262,48	6188	152,01	SIM	14.345.789,99	0,00	0,00
808	18/10/2006	15	21	31	46	02	57	0,00	0	 	 	0,00	44	24.446,08	3844	278,76	SIM	16.228.138,27	0,00	0,00
809	21/10/2006	25	23	11	05	30	15	0,00	0	 	 	0,00	121	8.582,38	7669	134,90	SIM	24.143.857,18	0,00	0,00
810	25/10/2006	04	33	01	48	05	37	0,00	0	 	 	0,00	75	17.505,65	6450	202,79	SIM	26.441.472,82	30.000.000,00	0,00
811	28/10/2006	32	57	28	41	10	47	0,00	2		RS	14.597.902,39	89	17.684,31	5508	284,67	NÃO	0,00	0,00	0,00
SP
812	01/11/2006	57	39	54	11	38	13	0,00	0	 	 	0,00	57	9.696,24	2116	260,21	SIM	967.199,74	0,00	0,00
813	04/11/2006	23	15	56	46	09	45	0,00	0	 	 	0,00	43	14.647,97	3244	193,43	SIM	2.069.459,59	0,00	0,00
814	08/11/2006	11	02	46	50	08	41	0,00	0	 	 	0,00	37	18.442,44	2534	268,27	SIM	9.203.290,18	0,00	0,00
815	11/11/2006	57	50	09	39	37	19	0,00	0	 	 	0,00	56	17.528,89	3621	270,06	SIM	10.921.121,58	0,00	0,00
816	16/11/2006	21	47	40	52	30	20	0,00	0	 	 	0,00	21	39.708,11	1885	440,69	SIM	12.380.394,81	0,00	0,00
817	18/11/2006	34	43	29	30	10	52	0,00	0	 	 	0,00	27	34.364,35	2469	374,37	SIM	14.004.110,17	16.000.000,00	0,00
818	22/11/2006	44	41	22	08	09	25	0,00	0	 	 	0,00	58	16.865,13	4935	197,47	SIM	15.715.920,16	0,00	0,00
819	25/11/2006	51	05	58	46	25	19	0,00	0	 	 	0,00	105	11.132,90	5868	198,46	SIM	23.874.662,70	0,00	0,00
820	29/11/2006	17	45	32	21	10	46	0,00	2		SP	13.046.320,38	82	15.456,29	5102	247,47	NÃO	0,00	0,00	0,00
SP
821	02/12/2006	04	29	38	36	33	42	0,00	0	 	 	0,00	37	17.462,93	3307	194,64	SIM	1.130.724,80	0,00	0,00
822	06/12/2006	04	17	41	10	27	52	0,00	0	 	 	0,00	31	19.931,52	2585	238,13	SIM	2.212.009,51	0,00	0,00
823	09/12/2006	15	26	59	01	54	51	0,00	0	 	 	0,00	22	35.180,77	2144	359,62	SIM	3.566.468,83	0,00	0,00
824	13/12/2006	33	48	06	07	20	09	0,00	0	 	 	0,00	53	14.753,39	5002	155,73	SIM	10.044.004,79	0,00	0,00
825	16/12/2006	28	21	40	10	41	47	0,00	0	 	 	0,00	52	19.453,75	4148	242,96	SIM	11.814.295,88	0,00	0,00
826	19/12/2006	45	06	08	07	53	27	0,00	0	 	 	0,00	68	9.188,18	3571	174,30	SIM	12.907.689,09	0,00	0,00
827	21/12/2006	24	56	30	51	42	18	0,00	0	 	 	0,00	47	21.021,73	4106	239,72	SIM	14.636.725,67	0,00	0,00
828	23/12/2006	23	50	53	42	28	38	0,00	0	 	 	0,00	29	40.114,62	3478	333,21	SIM	16.672.542,56	0,00	0,00
829	31/12/2006	32	50	14	47	10	56	0,00	0	 	 	0,00	162	18.311,20	10814	273,27	SIM	30.306.455,18	0,00	0,00
830	03/01/2007	53	51	02	41	13	49	0,00	0	 	 	0,00	94	24.135,05	7705	293,34	SIM	34.276.670,77	0,00	0,00
831	06/01/2007	03	50	48	42	32	33	0,00	0	 	 	0,00	117	31.716,10	12045	306,90	SIM	40.770.541,92	0,00	0,00
832	10/01/2007	17	49	15	33	39	23	0,00	1		GO	52.807.317,17	510	13.486,58	37086	184,77	NÃO	0,00	0,00	0,00
833	13/01/2007	53	58	57	16	46	13	0,00	0	 	 	0,00	40	19.408,81	2678	288,80	SIM	1.358.616,66	0,00	0,00
834	17/01/2007	44	10	17	16	51	34	0,00	1		SP	2.820.323,56	42	19.887,17	3073	270,78	NÃO	0,00	0,00	0,00
835	20/01/2007	58	31	57	49	33	18	0,00	0	 	 	0,00	40	28.893,86	4078	282,34	SIM	20.109.130,83	0,00	0,00
836	24/01/2007	28	22	38	17	52	59	0,00	0	 	 	0,00	64	20.981,59	4859	275,31	SIM	22.459.069,62	0,00	0,00
837	27/01/2007	16	05	24	34	06	60	0,00	1		GO	25.067.473,09	73	20.418,03	6233	238,23	NÃO	0,00	0,00	0,00
838	31/01/2007	09	30	47	38	23	44	0,00	0	 	 	0,00	41	16.256,65	2825	235,05	SIM	1.166.414,58	0,00	0,00
839	03/02/2007	11	18	08	07	37	43	0,00	0	 	 	0,00	77	11.092,88	5314	160,13	SIM	9.548.388,11	0,00	0,00
840	07/02/2007	43	29	35	59	31	17	0,00	0	 	 	0,00	94	11.603,23	5512	197,13	SIM	11.457.118,69	0,00	0,00
841	10/02/2007	36	51	32	22	38	07	0,00	0	 	 	0,00	67	18.656,13	5162	241,23	SIM	13.644.549,97	0,00	0,00
842	14/02/2007	51	44	60	09	07	30	0,00	0	 	 	0,00	58	21.165,39	4700	260,20	SIM	15.792.837,51	0,00	0,00
843	17/02/2007	34	48	01	16	45	36	0,00	0	 	 	0,00	68	19.914,21	5642	239,10	SIM	18.162.628,75	0,00	0,00
844	24/02/2007	54	24	44	57	34	16	0,00	0	 	 	0,00	91	18.846,39	7679	222,50	SIM	29.460.722,37	0,00	0,00
845	28/02/2007	40	48	19	20	14	52	0,00	0	 	 	0,00	67	26.277,83	5308	330,43	SIM	32.541.798,04	0,00	0,00
846	03/03/2007	47	54	02	50	03	44	0,00	0	 	 	0,00	82	24.621,43	6231	322,79	SIM	36.074.973,92	0,00	0,00
847	07/03/2007	42	14	44	27	15	48	0,00	1		RS	40.484.388,84	242	10.411,84	14062	178,50	NÃO	0,00	0,00	0,00
848	10/03/2007	56	34	17	32	47	27	0,00	1		MG	1.351.049,04	90	8.578,09	4602	167,13	NÃO	0,00	0,00	0,00
849	14/03/2007	08	39	09	58	44	49	0,00	0	 	 	0,00	33	20.408,37	2208	303,87	SIM	10.859.511,56	0,00	0,00
850	17/03/2007	60	22	59	25	44	07	0,00	0	 	 	0,00	117	9.690,08	6520	173,22	SIM	12.843.555,94	0,00	0,00
851	21/03/2007	16	32	35	58	19	03	0,00	3		SP	4.966.312,44	177	6.635,61	7593	154,10	NÃO	0,00	0,00	0,00
SP
SP
852	24/03/2007	14	38	06	23	44	34	0,00	0	 	 	0,00	42	16.051,24	3489	192,50	SIM	1.179.766,12	0,00	0,00
853	28/03/2007	51	30	59	46	38	56	0,00	0	 	 	0,00	17	43.287,28	1465	500,41	SIM	2.467.562,79	0,00	0,00
854	31/03/2007	17	03	24	27	44	25	0,00	0	 	 	0,00	88	10.150,39	7056	126,11	SIM	9.795.115,03	0,00	0,00
855	04/04/2007	42	03	24	53	43	31	0,00	0	 	 	0,00	59	16.966,53	3478	286,73	SIM	11.546.909,14	0,00	0,00
856	07/04/2007	11	40	41	47	15	42	0,00	0	 	 	0,00	37	25.678,52	2924	323,71	SIM	13.209.593,04	0,00	0,00
857	11/04/2007	17	59	49	02	03	50	0,00	0	 	 	0,00	71	17.126,48	4732	256,00	SIM	15.337.557,86	0,00	0,00
858	14/04/2007	31	37	54	23	04	18	0,00	2		PR	8.889.537,74	185	7.541,37	8821	157,56	NÃO	0,00	0,00	0,00
SP
859	18/04/2007	46	47	12	57	34	09	0,00	0	 	 	0,00	35	18.296,99	3275	194,80	SIM	7.624.012,41	0,00	0,00
860	23/04/2007	22	08	17	42	44	02	0,00	0	 	 	0,00	111	8.602,66	6853	138,82	SIM	9.295.079,41	0,00	0,00
861	25/04/2007	42	40	60	59	47	39	0,00	1		ES	10.840.760,96	34	25.977,84	2296	383,23	NÃO	0,00	0,00	0,00
862	28/04/2007	19	35	12	02	11	08	0,00	1		RS	1.152.211,30	99	6.650,57	5632	116,46	NÃO	0,00	0,00	0,00
863	02/05/2007	32	53	50	57	15	24	0,00	0	 	 	0,00	25	18.975,51	1454	325,04	SIM	830.178,33	0,00	0,00
864	05/05/2007	31	11	33	42	57	08	0,00	0	 	 	0,00	47	16.053,56	2926	256,90	SIM	6.807.400,00	0,00	0,00
865	09/05/2007	27	23	41	51	26	53	0,00	0	 	 	0,00	28	31.424,15	2694	325,36	SIM	8.347.183,58	0,00	0,00
866	12/05/2007	36	48	27	40	05	46	0,00	0	 	 	0,00	46	23.174,32	3704	286,71	SIM	10.212.715,83	0,00	0,00
867	16/05/2007	54	26	28	19	44	10	0,00	0	 	 	0,00	51	20.699,48	4381	240,06	SIM	12.060.144,51	0,00	0,00
868	19/05/2007	57	51	21	22	25	40	0,00	0	 	 	0,00	37	32.369,99	3453	345,54	SIM	14.156.101,29	16.000.000,00	0,00
869	23/05/2007	29	42	50	51	49	27	0,00	1		SP	16.192.436,64	57	20.414,39	3912	296,32	NÃO	0,00	9.000.000,00	0,00
870	26/05/2007	52	08	43	34	40	21	0,00	0	 	 	0,00	26	34.488,20	2923	305,61	SIM	8.272.810,82	10.000.000,00	0,00
871	30/05/2007	17	05	58	01	47	10	0,00	0	 	 	0,00	80	12.453,39	6225	159,45	SIM	10.016.284,93	12.000.000,00	0,00
872	02/06/2007	18	55	58	43	31	05	0,00	0	 	 	0,00	81	14.747,74	4636	256,70	SIM	12.106.777,43	14.000.000,00	0,00
873	06/06/2007	57	59	04	34	19	30	0,00	0	 	 	0,00	70	17.932,61	5051	247,59	SIM	14.303.522,62	17.000.000,00	0,00
874	09/06/2007	59	20	52	42	44	10	0,00	0	 	 	0,00	32	39.615,01	3024	417,62	SIM	23.535.080,88	26.000.000,00	0,00
875	13/06/2007	53	18	36	58	24	20	0,00	1		SP	26.631.943,24	153	11.566,24	8240	213,95	NÃO	0,00	1.500.000,00	0,00
876	16/06/2007	04	12	41	45	60	08	0,00	0	 	 	0,00	30	29.219,33	3847	227,00	SIM	1.534.014,85	3.000.000,00	0,00
877	20/06/2007	13	15	20	31	28	36	0,00	0	 	 	0,00	69	14.440,64	4817	206,07	SIM	3.277.722,23	5.000.000,00	0,00
878	23/06/2007	37	12	43	38	11	54	0,00	0	 	 	0,00	33	29.970,93	3702	266,16	SIM	5.008.543,30	7.000.000,00	0,00
879	27/06/2007	29	10	46	35	42	28	0,00	0	 	 	0,00	45	21.995,08	3852	255,98	SIM	13.767.454,24	16.000.000,00	0,00
880	30/06/2007	51	30	49	25	37	46	0,00	0	 	 	0,00	46	28.154,03	4314	299,07	SIM	16.033.853,70	18.000.000,00	0,00
881	04/07/2007	43	24	04	51	18	56	0,00	0	 	 	0,00	99	14.336,70	6959	203,19	SIM	18.517.686,08	22.000.000,00	0,00
882	07/07/2007	42	45	44	60	41	17	0,00	1		SC	21.492.982,24	81	20.989,74	6642	255,00	NÃO	0,00	1.300.000,00	0,00
883	11/07/2007	21	37	60	32	52	53	0,00	0	 	 	0,00	13	51.899,42	1494	449,89	SIM	1.180.711,67	2.500.000,00	0,00
884	14/07/2007	22	11	02	14	39	12	0,00	0	 	 	0,00	56	15.846,82	4752	186,05	SIM	10.204.577,30	12.000.000,00	0,00
885	18/07/2007	13	04	31	33	47	51	0,00	0	 	 	0,00	114	9.254,88	6503	161,63	SIM	12.050.926,17	14.000.000,00	0,00
886	21/07/2007	50	55	37	33	59	17	0,00	0	 	 	0,00	100	12.422,33	5764	214,70	SIM	14.224.834,41	17.000.000,00	0,00
887	25/07/2007	44	12	32	21	01	34	0,00	0	 	 	0,00	79	15.886,22	4885	255,94	SIM	16.421.104,66	20.000.000,00	0,00
888	28/07/2007	50	24	40	54	52	60	0,00	1		DF	18.947.548,96	50	28.873,65	3672	391,67	NÃO	0,00	1.000.000,00	0,00
889	01/08/2007	34	54	20	39	60	24	0,00	0	 	 	0,00	21	30.883,09	1733	372,81	SIM	8.190.614,89	10.000.000,00	0,00
890	04/08/2007	09	21	22	07	17	54	0,00	0	 	 	0,00	105	10.715,07	6983	160,51	SIM	10.159.508,19	12.000.000,00	0,00
891	08/08/2007	15	22	19	35	34	16	0,00	0	 	 	0,00	92	13.781,11	6400	197,35	SIM	12.378.266,60	15.000.000,00	0,00
892	11/08/2007	01	49	52	42	19	44	0,00	0	 	 	0,00	54	28.078,08	4782	315,87	SIM	15.031.644,65	18.000.000,00	0,00
893	15/08/2007	56	53	51	26	18	03	0,00	0	 	 	0,00	105	14.747,51	6595	233,91	SIM	17.741.499,79	21.000.000,00	0,00
894	18/08/2007	37	24	44	28	20	41	0,00	0	 	 	0,00	59	31.502,25	6653	278,31	SIM	30.139.459,45	33.000.000,00	0,00
895	22/08/2007	02	55	41	43	57	58	0,00	0	 	 	0,00	82	29.366,19	6473	370,60	SIM	34.353.506,77	40.000.000,00	0,00
896	25/08/2007	31	11	41	35	22	05	0,00	0	 	 	0,00	98	31.002,68	10769	281,06	SIM	39.670.465,09	45.000.000,00	0,00
897	29/08/2007	21	57	46	22	07	43	0,00	0	 	 	0,00	212	18.019,32	16644	228,65	SIM	46.355.633,71	54.000.000,00	0,00
898	01/09/2007	04	08	03	54	45	30	0,00	2		RO	27.782.053,83	596	8.828,84	27120	193,29	NÃO	0,00	1.500.000,00	0,00
SC
899	05/09/2007	58	18	54	36	53	20	0,00	0	 	 	0,00	948	951,79	3559	252,57	SIM	20.867.361,42	24.000.000,00	0,00
900	08/09/2007	04	21	59	18	38	34	0,00	1		DF	23.334.752,92	89	15.842,00	6184	227,14	NÃO	0,00	1.500.000,00	0,00
901	12/09/2007	32	34	16	13	56	33	0,00	0	 	 	0,00	100	9.381,13	5617	166,39	SIM	1.641.698,41	3.500.000,00	0,00
902	15/09/2007	52	55	23	50	58	18	0,00	0	 	 	0,00	68	17.237,57	3490	334,59	SIM	3.692.969,85	6.000.000,00	0,00
903	19/09/2007	17	05	32	55	20	41	0,00	0	 	 	0,00	62	19.346,40	4688	254,89	SIM	5.792.054,30	8.000.000,00	0,00
904	22/09/2007	32	44	59	53	48	51	0,00	0	 	 	0,00	72	18.874,08	4007	337,86	SIM	15.768.458,93	18.000.000,00	0,00
905	26/09/2007	04	15	57	55	02	16	0,00	1		RJ	18.405.503,18	89	16.931,26	6223	241,23	NÃO	0,00	1.500.000,00	0,00
906	29/09/2007	35	39	29	24	07	14	0,00	1		MT	1.583.115,71	49	18.461,99	4239	212,60	NÃO	0,00	1.500.000,00	0,00
907	03/10/2007	09	41	53	37	36	51	0,00	0	 	 	0,00	25	32.080,72	2244	356,05	SIM	1.403.531,54	3.000.000,00	0,00
908	06/10/2007	19	01	09	25	50	52	0,00	0	 	 	0,00	120	8.660,71	6205	166,86	SIM	3.222.281,26	5.000.000,00	0,00
909	10/10/2007	42	17	26	38	28	22	0,00	0	 	 	0,00	48	21.301,42	4586	222,11	SIM	11.605.715,34	14.000.000,00	0,00
910	13/10/2007	53	29	36	03	15	27	0,00	0	 	 	0,00	107	10.618,33	6512	173,81	SIM	13.593.997,94	16.000.000,00	0,00
911	17/10/2007	49	46	01	29	06	28	0,00	1		MT	15.981.772,55	63	21.657,82	5376	252,84	NÃO	0,00	1.500.000,00	0,00
912	20/10/2007	26	21	54	04	19	29	0,00	0	 	 	0,00	62	13.412,10	4474	185,16	SIM	1.455.212,96	3.000.000,00	0,00
913	24/10/2007	30	14	59	36	46	38	0,00	1		DF	2.915.782,13	27	30.911,51	2683	309,90	NÃO	0,00	1.200.000,00	0,00
914	27/10/2007	33	51	09	23	45	12	0,00	0	 	 	0,00	64	12.406,06	4731	167,20	SIM	7.590.419,67	10.000.000,00	0,00
915	31/10/2007	20	28	49	26	17	48	0,00	1		GO	9.448.268,16	44	24.127,91	3580	295,43	NÃO	0,00	1.500.000,00	0,00
916	03/11/2007	33	37	05	38	28	36	0,00	0	 	 	0,00	144	4.648,18	3220	207,09	SIM	1.171.341,29	2.500.000,00	0,00
917	07/11/2007	23	59	25	47	46	30	0,00	0	 	 	0,00	61	14.133,49	3491	246,03	SIM	2.680.091,97	4.000.000,00	0,00
918	10/11/2007	38	44	08	04	12	52	0,00	0	 	 	0,00	135	7.591,36	6883	148,33	SIM	4.473.550,36	6.000.000,00	0,00
919	14/11/2007	43	25	41	60	31	03	0,00	0	 	 	0,00	37	28.441,93	3505	299,10	SIM	12.153.032,42	14.000.000,00	0,00
920	17/11/2007	17	57	55	24	52	05	0,00	0	 	 	0,00	94	12.657,72	6584	180,04	SIM	14.235.226,59	16.000.000,00	0,00
921	21/11/2007	35	41	01	57	09	48	0,00	0	 	 	0,00	62	21.395,20	4365	302,75	SIM	16.556.605,48	20.000.000,00	0,00
922	24/11/2007	41	49	45	19	13	12	0,00	0	 	 	0,00	136	11.821,04	8735	183,36	SIM	19.370.014,34	22.000.000,00	0,00
923	28/11/2007	53	39	02	50	57	15	0,00	0	 	 	0,00	90	19.370,44	6122	283,68	SIM	22.420.857,89	26.000.000,00	0,00
924	01/12/2007	51	27	60	21	20	02	0,00	0	 	 	0,00	90	22.081,88	7236	273,61	SIM	35.717.127,33	40.000.000,00	0,00
925	05/12/2007	52	37	46	08	22	36	0,00	1		SP	40.628.613,64	132	21.261,85	10214	273,74	NÃO	0,00	1.200.000,00	0,00
926	08/12/2007	40	41	34	33	21	59	0,00	0	 	 	0,00	24	35.599,69	2019	421,58	SIM	1.495.186,73	3.000.000,00	0,00
927	12/12/2007	36	26	31	23	19	33	0,00	0	 	 	0,00	45	20.517,91	3499	262,88	SIM	3.110.971,95	5.000.000,00	0,00
928	15/12/2007	32	10	49	60	04	33	18.230.080,50	1		SC	5.077.029,42	43	26.127,01	4246	263,59	NÃO	0,00	1.000.000,00	0,00
929	19/12/2007	16	49	35	39	57	27	0,00	0	 	 	0,00	42	18.094,16	3095	244,61	SIM	9.414.519,05	11.000.000,00	0,00
930	22/12/2007	46	20	55	37	28	49	0,00	0	 	 	0,00	73	18.344,90	5481	243,81	SIM	11.758.079,40	16.000.000,00	0,00
931	31/12/2007	17	34	07	36	39	19	0,00	0	 	 	0,00	245	9.393,97	14573	157,93	SIM	15.785.742,06	20.000.000,00	0,00
932	05/01/2008	02	21	42	53	36	17	0,00	1		RN	19.685.655,01	196	11.370,01	10515	211,94	NÃO	0,00	1.300.000,00	0,00
933	09/01/2008	25	39	45	51	08	14	0,00	0	 	 	0,00	66	11.712,22	3308	233,68	SIM	1.352.761,06	3.000.000,00	0,00
934	12/01/2008	25	48	44	03	21	01	0,00	0	 	 	0,00	55	17.289,83	5101	186,42	SIM	12.508.366,08	15.000.000,00	0,00
935	16/01/2008	07	45	18	13	29	31	0,00	0	 	 	0,00	243	5.396,61	10898	120,33	SIM	14.803.274,65	17.000.000,00	0,00
936	19/01/2008	05	33	14	29	44	22	0,00	2		RJ	8.699.137,89	144	10.297,63	9280	159,79	NÃO	0,00	1.200.000,00	0,00
RS
937	23/01/2008	22	41	02	30	21	52	0,00	0	 	 	0,00	20	36.413,65	1763	413,09	SIM	1.274.477,80	3.000.000,00	0,00
938	26/01/2008	35	15	27	57	50	59	0,00	0	 	 	0,00	39	23.406,66	3235	282,18	SIM	2.871.982,33	5.000.000,00	0,00
939	30/01/2008	06	23	19	50	37	49	0,00	0	 	 	0,00	103	9.216,78	5670	167,43	SIM	11.264.174,77	13.500.000,00	0,00
940	02/02/2008	25	33	51	31	05	37	0,00	0	 	 	0,00	109	11.635,12	6936	182,85	SIM	13.483.573,63	15.000.000,00	0,00
941	06/02/2008	11	15	10	27	60	53	0,00	0	 	 	0,00	37	20.206,51	3406	219,51	SIM	14.791.945,07	16.000.000,00	0,00
942	09/02/2008	05	52	18	08	59	42	0,00	0	 	 	0,00	73	20.890,58	5310	287,20	SIM	17.460.716,85	20.000.000,00	0,00
943	13/02/2008	47	41	58	03	23	12	0,00	1		RS	20.498.366,41	116	14.963,79	7783	223,02	NÃO	0,00	1.100.000,00	0,00
944	16/02/2008	16	58	43	37	52	59	0,00	0	 	 	0,00	21	38.432,28	2669	302,39	SIM	9.017.085,00	11.000.000,00	0,00
945	20/02/2008	44	08	59	54	04	27	0,00	0	 	 	0,00	118	9.974,16	6615	177,92	SIM	11.076.748,93	13.000.000,00	0,00
946	23/02/2008	59	01	47	05	52	12	0,00	0	 	 	0,00	92	15.029,80	6373	216,97	SIM	13.496.546,46	16.000.000,00	0,00
947	27/02/2008	33	11	03	58	14	05	0,00	1		SP	16.035.424,27	95	15.271,45	8955	162,01	NÃO	0,00	1.500.000,00	0,00
948	01/03/2008	22	44	41	46	52	54	0,00	0	 	 	0,00	30	27.177,27	2141	380,81	SIM	1.426.806,41	3.000.000,00	0,00
949	05/03/2008	44	01	51	52	41	23	0,00	0	 	 	0,00	28	31.580,90	2679	330,08	SIM	10.111.849,01	12.000.000,00	0,00
950	08/03/2008	48	59	49	41	42	23	0,00	0	 	 	0,00	43	30.111,09	3953	327,54	SIM	12.377.708,64	15.000.000,00	0,00
951	12/03/2008	49	24	39	34	55	14	0,00	0	 	 	0,00	41	33.969,92	3894	357,67	SIM	14.815.050,33	17.000.000,00	0,00
952	15/03/2008	54	11	27	18	02	30	0,00	0	 	 	0,00	132	11.947,28	7126	221,31	SIM	17.574.870,51	20.000.000,00	0,00
953	19/03/2008	55	48	01	39	16	42	0,00	1		MG	20.509.951,37	71	23.622,38	5055	331,79	NÃO	0,00	1.200.000,00	0,00
954	22/03/2008	08	05	24	18	57	33	0,00	0	 	 	0,00	81	7.848,36	5213	121,95	SIM	9.334.367,34	11.000.000,00	0,00
955	26/03/2008	35	05	32	21	33	12	0,00	2		MG	5.678.963,92	90	12.848,01	6180	187,11	NÃO	0,00	1.200.000,00	0,00
SP
956	29/03/2008	46	51	47	59	54	57	0,00	1		SP	1.385.109,95	38	20.828,72	2468	320,70	NÃO	0,00	1.300.000,00	0,00
957	02/04/2008	50	32	25	34	57	24	0,00	0	 	 	0,00	24	30.247,28	2210	328,48	SIM	1.270.385,50	2.500.000,00	0,00
958	05/04/2008	13	22	07	33	51	48	0,00	3		BA	978.205,14	269	3.535,28	8718	109,09	NÃO	0,00	1.300.000,00	0,00
RJ
SP
959	09/04/2008	57	03	05	11	33	39	0,00	0	 	 	0,00	138	5.376,40	7139	103,93	SIM	6.756.745,86	8.500.000,00	0,00
960	12/04/2008	34	06	33	18	53	19	0,00	0	 	 	0,00	73	15.299,06	4852	230,18	SIM	8.711.201,48	11.000.000,00	0,00
961	16/04/2008	16	53	02	04	21	36	0,00	0	 	 	0,00	81	15.330,15	7193	172,63	SIM	10.884.250,08	13.000.000,00	0,00
962	19/04/2008	02	48	49	40	55	11	0,00	1		RS	13.272.508,39	41	33.285,83	3554	384,00	NÃO	0,00	1.200.000,00	0,00
963	23/04/2008	37	17	15	50	48	59	0,00	0	 	 	0,00	30	20.269,81	2644	229,99	SIM	1.064.165,04	2.300.000,00	0,00
964	26/04/2008	42	13	33	20	08	26	0,00	0	 	 	0,00	125	7.097,23	6128	144,77	SIM	9.139.860,10	11.000.000,00	0,00
965	30/04/2008	36	39	57	58	05	30	0,00	0	 	 	0,00	61	18.625,79	3934	288,81	SIM	11.128.162,61	13.000.000,00	0,00
966	03/05/2008	01	58	26	28	04	41	0,00	0	 	 	0,00	55	21.206,52	4397	265,26	SIM	13.169.290,24	15.000.000,00	0,00
967	07/05/2008	18	14	57	30	13	05	0,00	0	 	 	0,00	91	15.768,06	7445	192,74	SIM	15.680.353,75	18.000.000,00	0,00
968	10/05/2008	30	04	13	60	51	01	0,00	0	 	 	0,00	124	13.308,65	9572	172,41	SIM	18.568.330,65	22.000.000,00	0,00
969	14/05/2008	56	35	50	13	41	25	0,00	1		PE	21.823.614,22	82	22.684,90	6898	269,67	NÃO	0,00	11.000.000,00	0,00
970	17/05/2008	57	34	05	54	28	21	0,00	3		GO	3.712.467,76	108	10.992,48	6144	193,23	NÃO	0,00	1.300.000,00	0,00
PE
SP
